#   TM STN_ID        LAT        LON   ALTD TA_MAVG TMX_MAVG TMN_MAVG    TMX OCDT_TMX TA_DAVG_MAX OCDT_TA_DAVG_MAX TMN_INMON OCDT_TMN_INMON TA_DAVG_MIN OCDT_TA_DAVG_MIN=
202506,90,38.25085,128.56473,17.5,22.8,27.3,19.0,34.2,20250630,27.7,20250630,14.3,20250603,17.0,20250601,=
202506,92,38.05903,128.66298,75.4,23.2,27.7,19.2,35.4,20250630,30.1,20250630,13.2,20250604,15.9,20250601,=
202506,93,37.94738,127.75443,95.8,23.1,29.1,17.7,33.9,20250619,26.9,20250629,10.0,20250605,18.2,20250604,=
202506,95,38.14787,127.30420,155.5,22.3,27.7,17.2,33.1,20250619,26.2,20250630,10.2,20250605,17.8,20250604,=
202506,96,37.23952,131.86983,99.1,19.7,21.6,18.3,25.5,20250630,23.3,20250630,14.6,20250601,16.0,20250602,=
202506,98,37.90188,127.06070,115.6,22.5,28.1,17.8,32.7,20250619,26.5,20250630,11.6,20250605,18.7,20250602,=
202506,99,37.88589,126.76648,30.6,21.8,27.3,17.0,31.8,20250615,26.0,20250630,10.6,20250605,18.1,20250602,=
202506,100,37.67713,128.71834,772.4,19.3,24.9,13.9,31.8,20250619,24.3,20250630,5.0,20250601,15.0,20250604,=
202506,101,37.90262,127.73570,75.8,23.3,28.8,17.6,33.3,20250619,26.9,20250630,9.9,20250604,18.3,20250604,=
202506,102,37.97396,124.71237,36.0,19.5,23.1,16.1,28.3,20250622,23.4,20250624,12.5,20250605,17.1,20250607,=
202506,104,37.80456,128.85535,75.2,23.7,28.6,18.8,35.4,20250630,29.8,20250630,12.8,20250601,16.4,20250601,=
202506,105,37.75147,128.89099,27.1,25.0,29.5,20.8,36.1,20250630,31.9,20250630,12.7,20250601,17.7,20250601,=
202506,106,37.50709,129.12433,40.5,22.7,27.5,18.5,34.2,20250606,27.8,20250629,12.0,20250601,16.5,20250601,=
202506,108,37.57142,126.96580,85.7,24.0,28.5,20.0,34.2,20250619,28.2,20250630,15.2,20250604,20.5,20250604,=
202506,110,37.55891,126.79451,11.4,23.2,28.5,18.3,33.5,20250619,27.7,20250630,11.3,20250605,19.5,20250602,=
202506,112,37.47772,126.62490,69.0,22.0,25.6,19.1,30.2,20250615,26.5,20250630,15.5,20250604,18.9,20250603,=
202506,113,37.46250,126.44087,7.1,21.5,25.7,18.1,30.4,20250619,26.5,20250630,14.2,20250605,17.9,20250602,=
202506,114,37.33749,127.94659,150.1,23.8,29.1,19.0,34.3,20250619,28.4,20250630,12.5,20250604,20.0,20250602,=
202506,115,37.48129,130.89863,221.1,22.0,25.1,19.1,31.3,20250630,27.6,20250630,13.8,20250601,16.4,20250602,=
202506,116,37.44526,126.96402,624.8,20.1,24.5,16.7,29.6,20250619,24.2,20250619,12.0,20250604,16.0,20250604,=
202506,119,37.25746,126.98300,39.8,22.8,27.9,18.3,32.7,20250619,27.4,20250630,12.8,20250605,18.8,20250604,=
202506,121,37.18126,128.45743,240.5,22.4,28.9,16.6,34.3,20250619,27.0,20250629,8.7,20250604,18.2,20250604,=
202506,127,36.97045,127.95250,114.8,23.4,28.9,18.1,33.4,20250630,28.5,20250629,10.8,20250605,19.3,20250602,=
202506,128,36.71667,127.50000,58.0,23.2,-99.9,-99.9,-99.9,-999,28.2,20250629,-99.9,-999,18.9,20250604,=
202506,129,36.77658,126.49390,25.2,22.1,26.7,18.1,31.4,20250619,26.9,20250630,11.3,20250605,18.3,20250602,=
202506,130,36.99176,129.41278,49.0,21.8,26.4,18.1,36.8,20250630,29.8,20250630,11.0,20250601,16.4,20250601,=
202506,131,36.63924,127.44066,58.7,24.7,29.7,20.3,34.5,20250630,29.8,20250630,15.1,20250605,21.1,20250602,=
202506,133,36.37199,127.37210,67.8,24.0,29.5,19.2,33.8,20250630,29.1,20250630,13.1,20250605,20.4,20250602,=
202506,135,36.22025,127.99458,245.0,22.3,28.2,17.0,33.5,20250630,27.3,20250630,10.8,20250605,18.7,20250624,=
202506,136,36.57293,128.70733,141.3,23.7,29.6,18.1,34.0,20250629,28.9,20250630,12.0,20250605,20.3,20250602,=
202506,137,36.40837,128.15741,96.6,23.9,29.7,18.8,34.4,20250630,29.6,20250630,14.1,20250605,19.8,20250613,=
202506,138,36.03201,129.38002,3.9,24.6,28.8,20.6,36.0,20250630,31.6,20250630,14.4,20250601,17.6,20250601,=
202506,139,35.98330,129.41670,21.0,-99.9,-99.9,-99.9,-99.9,-999,-99.9,-999,-99.9,-999,-99.9,-999,=
202506,140,36.00530,126.76135,27.9,22.6,27.3,18.8,32.4,20250619,27.8,20250630,12.7,20250605,18.6,20250603,=
202506,142,35.89083,128.66111,35.4,24.9,-99.9,-99.9,-99.9,-999,30.9,20250630,-99.9,-999,20.4,20250602,=
202506,143,35.87797,128.65296,54.3,24.8,30.6,19.5,36.6,20250629,30.7,20250630,13.2,20250601,20.3,20250602,=
202506,146,35.84092,127.11718,60.4,24.1,29.6,19.5,34.5,20250630,29.5,20250630,13.3,20250604,19.9,20250603,=
202506,151,35.59333,129.35222,12.6,23.1,28.9,17.2,34.9,20250630,28.8,20250630,9.2,20250601,17.8,20250601,=
202506,152,35.58237,129.33469,81.1,23.2,28.3,18.7,34.7,20250630,29.0,20250630,12.2,20250601,18.5,20250601,=
